CHEBI:4317,dantrolene,MONDO:0005098,stroke disorder,CHEBI:4317|MONDO:0005098,true,,
CHEBI:4317,dantrolene,MONDO:0006497,cerebral palsy,CHEBI:4317|MONDO:0006497,true,,
CHEBI:4317,dantrolene,MONDO:0005301,multiple sclerosis,CHEBI:4317|MONDO:0005301,true,,
CHEBI:6504,Lithium carbonate,MONDO:0004985,bipolar disorder,CHEBI:6504|MONDO:0004985,true,,
CHEBI:6504,Lithium carbonate,HP:0100754,Mania,CHEBI:6504|HP:0100754,true,,
CHEBI:9763,Trovafloxacin,UMLS:C0949083,Hospital acquired pneumonia,CHEBI:9763|UMLS:C0949083,true,,
CHEBI:9763,Trovafloxacin,UMLS:C0694549,Community-Acquired Pneumonia,CHEBI:9763|UMLS:C0694549,true,,
CHEBI:9763,Trovafloxacin,MONDO:0000922,pelvic inflammatory disease,CHEBI:9763|MONDO:0000922,true,,
CHEBI:9763,Trovafloxacin,MONDO:0042451,endomyometritis,CHEBI:9763|MONDO:0042451,true,,
CHEBI:9763,Trovafloxacin,MONDO:0006887,parametritis,CHEBI:9763|MONDO:0006887,true,,
CHEBI:9763,Trovafloxacin,DOID:2910,septic abortion,CHEBI:9763|DOID:2910,true,,
CHEBI:9763,Trovafloxacin,MONDO:0021201,skin infection,CHEBI:9763|MONDO:0021201,true,,
CHEBI:9763,Trovafloxacin,UMLS:C0744130,Diabetic foot infection,CHEBI:9763|UMLS:C0744130,true,,
CHEBI:4317,dantrolene,MONDO:0018493,malignant hyperthermia of anesthesia,CHEBI:4317|MONDO:0018493,true,,
CHEBI:133011,oxytetracycline,MONDO:0019359,Rocky mountain spotted fever,CHEBI:133011|MONDO:0019359,true,,
CHEBI:133011,oxytetracycline,MONDO:0001246,typhus,CHEBI:133011|MONDO:0001246,true,,
CHEBI:133011,oxytetracycline,MONDO:0019186,Q fever,CHEBI:133011|MONDO:0019186,true,,
CHEBI:133011,oxytetracycline,MONDO:0019360,rickettsialpox,CHEBI:133011|MONDO:0019360,true,,
CHEBI:133011,oxytetracycline,MONDO:0025294,tick-borne infectious disease,CHEBI:133011|MONDO:0025294,true,,
CHEBI:133011,oxytetracycline,MONDO:0005867,Mycoplasma pneumoniae pneumonia,CHEBI:133011|MONDO:0005867,true,,
CHEBI:133011,oxytetracycline,MONDO:0005888,ornithosis,CHEBI:133011|MONDO:0005888,true,,
CHEBI:133011,oxytetracycline,MONDO:0005834,lymphogranuloma venereum,CHEBI:133011|MONDO:0005834,true,,
CHEBI:133011,oxytetracycline,MONDO:0005777,granuloma inguinale,CHEBI:133011|MONDO:0005777,true,,
CHEBI:133011,oxytetracycline,MONDO:0019633,relapsing fever,CHEBI:133011|MONDO:0019633,true,,
CHEBI:133011,oxytetracycline,MONDO:0001797,chancroid,CHEBI:133011|MONDO:0001797,true,,
CHEBI:133011,oxytetracycline,MONDO:0019095,plague,CHEBI:133011|MONDO:0019095,true,,
CHEBI:133011,oxytetracycline,MONDO:0018077,tularemia,CHEBI:133011|MONDO:0018077,true,,
CHEBI:133011,oxytetracycline,MONDO:0020920,escherichia coli infection,CHEBI:133011|MONDO:0020920,true,,
CHEBI:133011,oxytetracycline,MONDO:0019345,shigellosis,CHEBI:133011|MONDO:0019345,true,,
CHEBI:133011,oxytetracycline,MONDO:0006635,Acinetobacter infectious disease,CHEBI:133011|MONDO:0006635,true,,
CHEBI:133011,oxytetracycline,MONDO:0006926,haemophilus infectious disease,CHEBI:133011|MONDO:0006926,true,,
CHEBI:133011,oxytetracycline,MONDO:0030602,Klebsiella pneumonia,CHEBI:133011|MONDO:0030602,true,,
CHEBI:133011,oxytetracycline,MONDO:0030603,Klebsiella infectious disease,CHEBI:133011|MONDO:0030603,true,,
CHEBI:133011,oxytetracycline,MONDO:0021680,streptococcal infection,CHEBI:133011|MONDO:0021680,true,,
CHEBI:133011,oxytetracycline,MONDO:0005114,pneumococcal infection,CHEBI:133011|MONDO:0005114,true,,
CHEBI:133011,oxytetracycline,MONDO:0005545,staphylococcus aureus infection,CHEBI:133011|MONDO:0005545,true,,
CHEBI:133011,oxytetracycline,MONDO:0021201,skin infection,CHEBI:133011|MONDO:0021201,true,,
CHEBI:133011,oxytetracycline,MONDO:0004277,gonorrhea,CHEBI:133011|MONDO:0004277,true,,
CHEBI:133011,oxytetracycline,MONDO:0005976,syphilis,CHEBI:133011|MONDO:0005976,true,,
CHEBI:133011,oxytetracycline,MONDO:0006019,yaws,CHEBI:133011|MONDO:0006019,true,,
CHEBI:133011,oxytetracycline,MONDO:0005828,listeriosis,CHEBI:133011|MONDO:0005828,true,,
CHEBI:133011,oxytetracycline,MONDO:0024388,Clostridium infectious disease,CHEBI:133011|MONDO:0024388,true,,
CHEBI:133011,oxytetracycline,MONDO:0005119,anthrax disease,CHEBI:133011|MONDO:0005119,true,,
CHEBI:133011,oxytetracycline,MONDO:0005631,actinomycosis,CHEBI:133011|MONDO:0005631,true,,
CHEBI:133011,oxytetracycline,MONDO:0005644,amebiasis,CHEBI:133011|MONDO:0005644,true,,
CHEBI:133011,oxytetracycline,MONDO:0011438,acne,CHEBI:133011|MONDO:0011438,true,,
CHEBI:133011,oxytetracycline,MONDO:0001249,trachoma,CHEBI:133011|MONDO:0001249,true,,
CHEBI:133011,oxytetracycline,MONDO:0005808,inclusion conjunctivitis,CHEBI:133011|MONDO:0005808,true,,
CHEBI:2904,Atenolol,MONDO:0005044,hypertension,CHEBI:2904|MONDO:0005044,true,,
CHEBI:2904,Atenolol,HP:0001681,Angina pectoris,CHEBI:2904|HP:0001681,true,,
CHEBI:2904,Atenolol,MONDO:0004781,acute myocardial infarction,CHEBI:2904|MONDO:0004781,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0006939,pyelonephritis,RXCUI:374687|MONDO:0006939,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0006938,pyelitis,RXCUI:374687|MONDO:0006938,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0021960,ureteritis,RXCUI:374687|MONDO:0021960,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0006032,cystitis,RXCUI:374687|MONDO:0006032,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0005280,prostatitis,RXCUI:374687|MONDO:0005280,true,,
RXCUI:374687,oxytetracycline / phenazopyridine / sulfamethizole Oral Capsule,MONDO:0005297,urethritis,RXCUI:374687|MONDO:0005297,true,,
RXCUI:370642,acetaminophen / hydrocodone Oral Capsule,HP:0012531,Pain,RXCUI:370642|HP:0012531,true,,
RXCUI:216913,Enlon-Plus,MONDO:0009688,myasthenia gravis,RXCUI:216913|MONDO:0009688,true,,
RXCUI:216913,Enlon-Plus,MONDO:0043775,respiratory paralysis,RXCUI:216913|MONDO:0043775,true,,
CHEBI:3699,Cimetidine,MONDO:0005412,duodenal ulcer,CHEBI:3699|MONDO:0005412,true,,
CHEBI:3699,Cimetidine,MONDO:0001126,gastric ulcer,CHEBI:3699|MONDO:0001126,true,,
CHEBI:3699,Cimetidine,MONDO:0016586,systemic mastocytosis,CHEBI:3699|MONDO:0016586,true,,
CHEBI:3699,Cimetidine,MONDO:0017169,multiple endocrine neoplasia,CHEBI:3699|MONDO:0017169,true,,
CHEBI:59773,CROMOLYN,MONDO:0007950,mastocytosis,CHEBI:59773|MONDO:0007950,true,,
PUBCHEM.COMPOUND:54692993,Oxytetracycline hydrochloride and hydrocortisone acetate,MONDO:0006668,bacterial conjunctivitis,PUBCHEM.COMPOUND:54692993|MONDO:0006668,true,,
PUBCHEM.COMPOUND:54692993,Oxytetracycline hydrochloride and hydrocortisone acetate,UMLS:C0008690,Chronic anterior uveitis,PUBCHEM.COMPOUND:54692993|UMLS:C0008690,true,,
PUBCHEM.COMPOUND:54692993,Oxytetracycline hydrochloride and hydrocortisone acetate,UMLS:C0339289,Corneal Injury,PUBCHEM.COMPOUND:54692993|UMLS:C0339289,true,,
CHEBI:77733,Verapamil,HP:0004763,Paroxysmal supraventricular tachycardia,CHEBI:77733|HP:0004763,true,,
CHEBI:77733,Verapamil,MONDO:0008685,Wolff-Parkinson-White syndrome,CHEBI:77733|MONDO:0008685,true,,
CHEBI:77733,Verapamil,MONDO:0005310,atrial flutter,CHEBI:77733|MONDO:0005310,true,,
CHEBI:77733,Verapamil,MONDO:0004981,atrial fibrillation,CHEBI:77733|MONDO:0004981,true,,
CHEBI:6709,Meclizine,HP:0002018,Nausea,CHEBI:6709|HP:0002018,true,,
CHEBI:6709,Meclizine,HP:0002013,Vomiting,CHEBI:6709|HP:0002013,true,,
CHEBI:6709,Meclizine,MONDO:0002317,dizziness,CHEBI:6709|MONDO:0002317,true,,
CHEBI:6904,Metoprolol,MONDO:0005068,myocardial infarction,CHEBI:6904|MONDO:0005068,true,,
CHEBI:6904,Metoprolol,MONDO:0004781,acute myocardial infarction,CHEBI:6904|MONDO:0004781,true,,
CHEBI:6539,Lorazepam,MONDO:0002125,status epilepticus,CHEBI:6539|MONDO:0002125,true,,
CHEBI:6539,Lorazepam,MONDO:0011918,anxiety,CHEBI:6539|MONDO:0011918,true,,
CHEBI:31625,Fluorometholone,MONDO:0003799,conjunctivitis,CHEBI:31625|MONDO:0003799,true,,
CHEBI:31625,Fluorometholone,MONDO:0003085,keratitis,CHEBI:31625|MONDO:0003085,true,,
CHEBI:3611,Chlordiazepoxide,MONDO:0005618,anxiety disorder,CHEBI:3611|MONDO:0005618,true,,
CHEBI:3611,Chlordiazepoxide,MONDO:0011918,anxiety,CHEBI:3611|MONDO:0011918,true,,
CHEBI:3611,Chlordiazepoxide,MONDO:0005433,alcohol withdrawal,CHEBI:3611|MONDO:0005433,true,,
CHEBI:135679,Levocabastine,UMLS:C0339164,Seasonal allergic conjunctivitis,CHEBI:135679|UMLS:C0339164,true,,
CHEBI:34829,Medrysone,MONDO:0002313,vernal conjunctivitis,CHEBI:34829|MONDO:0002313,true,,
CHEBI:34829,Medrysone,MONDO:0001439,Episcleritis,CHEBI:34829|MONDO:0001439,true,,
CHEBI:6909,Metronidazole,MONDO:0002154,trichomoniasis,CHEBI:6909|MONDO:0002154,true,,
CHEBI:8461,Promethazine,MONDO:0100053,anaphylaxis,CHEBI:8461|MONDO:0100053,true,,
CHEBI:8461,Promethazine,MONDO:0008015,motion sickness,CHEBI:8461|MONDO:0008015,true,,
CHEBI:8461,Promethazine,HP:0002018,Nausea,CHEBI:8461|HP:0002018,true,,
CHEBI:8461,Promethazine,HP:0002013,Vomiting,CHEBI:8461|HP:0002013,true,,
CHEBI:8461,Promethazine,NCIT:C34887,Post-Operative Pain,CHEBI:8461|NCIT:C34887,true,,
CHEBI:553473,Ceftizoxime,MONDO:0024355,respiratory tract infectious disorder,CHEBI:553473|MONDO:0024355,true,,
CHEBI:553473,Ceftizoxime,MONDO:0100338,urinary tract infection,CHEBI:553473|MONDO:0100338,true,,
CHEBI:553473,Ceftizoxime,MONDO:0004277,gonorrhea,CHEBI:553473|MONDO:0004277,true,,
CHEBI:553473,Ceftizoxime,MONDO:0000922,pelvic inflammatory disease,CHEBI:553473|MONDO:0000922,true,,
CHEBI:553473,Ceftizoxime,UMLS:C1112209,Abdominal Infection,CHEBI:553473|UMLS:C1112209,true,,
CHEBI:553473,Ceftizoxime,MONDO:0700217,neonatal sepsis,CHEBI:553473|MONDO:0700217,true,,
CHEBI:553473,Ceftizoxime,MONDO:0021201,skin infection,CHEBI:553473|MONDO:0021201,true,,
CHEBI:553473,Ceftizoxime,UMLS:C0851989,Bone and joint infections,CHEBI:553473|UMLS:C0851989,true,,
CHEBI:553473,Ceftizoxime,MONDO:0021108,meningitis,CHEBI:553473|MONDO:0021108,true,,
CHEBI:553473,Ceftizoxime,MONDO:0100128,coinfection,CHEBI:553473|MONDO:0100128,true,,
CHEBI:553473,Ceftizoxime,MONDO:0005113,bacterial infectious disease,CHEBI:553473|MONDO:0005113,true,,
CHEBI:17303,Morphine,HP:0012531,Pain,CHEBI:17303|HP:0012531,true,,
CHEBI:6801,Metformin,MONDO:0005148,type 2 diabetes mellitus,CHEBI:6801|MONDO:0005148,true,,
CHEBI:6129,Ketorolac,NCIT:C27003,Acute Pain,CHEBI:6129|NCIT:C27003,true,,
CHEBI:5784,Hydroflumethiazide,MONDO:0005009,congestive heart failure,CHEBI:5784|MONDO:0005009,true,,
CHEBI:5784,Hydroflumethiazide,MONDO:0005155,liver cirrhosis,CHEBI:5784|MONDO:0005155,true,,
CHEBI:5784,Hydroflumethiazide,MONDO:0005377,nephrotic syndrome,CHEBI:5784|MONDO:0005377,true,,
CHEBI:5784,Hydroflumethiazide,UMLS:C0156221,Acute glomerulonephritis,CHEBI:5784|UMLS:C0156221,true,,
CHEBI:5784,Hydroflumethiazide,MONDO:0005300,chronic kidney disease,CHEBI:5784|MONDO:0005300,true,,
CHEBI:5784,Hydroflumethiazide,MONDO:0005044,hypertension,CHEBI:5784|MONDO:0005044,true,,
CHEBI:7470,Naphazoline,MONDO:0005552,ocular vascular disorder,CHEBI:7470|MONDO:0005552,true,,
CHEBI:9327,Isopto cetamide,MONDO:0003799,conjunctivitis,CHEBI:9327|MONDO:0003799,true,,
CHEBI:9327,Isopto cetamide,MONDO:0001249,trachoma,CHEBI:9327|MONDO:0001249,true,,
CHEBI:4653,Dipyridamole,MONDO:0005010,coronary artery disorder,CHEBI:4653|MONDO:0005010,true,,
CHEBI:9737,Trimetrexate,MONDO:0019121,pneumocystosis,CHEBI:9737|MONDO:0019121,true,,
CHEBI:9737,Trimetrexate,MONDO:0012268,AIDS,CHEBI:9737|MONDO:0012268,true,,
CHEBI:5818,Hydroxyzine,MONDO:0011918,anxiety,CHEBI:5818|MONDO:0011918,true,,
CHEBI:5818,Hydroxyzine,UMLS:C0233494,Tension,CHEBI:5818|UMLS:C0233494,true,,
CHEBI:5818,Hydroxyzine,HP:0000989,Pruritus,CHEBI:5818|HP:0000989,true,,
CHEBI:5818,Hydroxyzine,MONDO:0850230,chronic urticaria,CHEBI:5818|MONDO:0850230,true,,
CHEBI:5818,Hydroxyzine,MONDO:0004980,atopic eczema,CHEBI:5818|MONDO:0004980,true,,
CHEBI:5818,Hydroxyzine,MONDO:0005480,contact dermatitis,CHEBI:5818|MONDO:0005480,true,,
CHEBI:187893,Baclofen,MONDO:0005301,multiple sclerosis,CHEBI:187893|MONDO:0005301,true,,
CHEBI:187893,Baclofen,MONDO:0043797,spinal cord injury,CHEBI:187893|MONDO:0043797,true,,
CHEBI:187893,Baclofen,MONDO:0002545,spinal cord disorder,CHEBI:187893|MONDO:0002545,true,,
CHEBI:4530,Diethylpropion,NCIT:C120380,Simple obesity,CHEBI:4530|NCIT:C120380,true,,
CHEBI:3437,Carteolol,MONDO:0005338,open-angle glaucoma,CHEBI:3437|MONDO:0005338,true,,
CHEBI:3437,Carteolol,MONDO:0006875,ocular hypertension,CHEBI:3437|MONDO:0006875,true,,
CHEBI:6887,Methylphenidate,MONDO:0007743,attention deficit-hyperactivity disorder,CHEBI:6887|MONDO:0007743,true,,
CHEBI:6887,Methylphenidate,MONDO:0043510,brain injury,CHEBI:6887|MONDO:0043510,true,,
CHEBI:6887,Methylphenidate,MONDO:0004681,learning disability,CHEBI:6887|MONDO:0004681,true,,
CHEBI:75722,Tramadol,HP:0012531,Pain,CHEBI:75722|HP:0012531,true,,
RXCUI:21659,Cortisporin,MONDO:0006668,bacterial conjunctivitis,RXCUI:21659|MONDO:0006668,true,,
RXCUI:21659,Cortisporin,UMLS:C0008690,Chronic anterior uveitis,RXCUI:21659|UMLS:C0008690,true,,
RXCUI:21659,Cortisporin,UMLS:C0339289,Corneal Injury,RXCUI:21659|UMLS:C0339289,true,,
CHEBI:50648,Alitretinoin,MONDO:0005055,Kaposi Sarcoma,CHEBI:50648|MONDO:0005055,true,,
CHEBI:50648,Alitretinoin,MONDO:0019297,lymphedema,CHEBI:50648|MONDO:0019297,true,,
CHEBI:17698,Chloramphenicol,MONDO:0043885,eye infection,CHEBI:17698|MONDO:0043885,true,,
CHEBI:17698,Chloramphenicol,MONDO:0003799,conjunctivitis,CHEBI:17698|MONDO:0003799,true,,
CHEBI:17698,Chloramphenicol,MONDO:0023865,corneal infection,CHEBI:17698|MONDO:0023865,true,,
RXCUI:376030,bacitracin / neomycin / polymyxin B Ophthalmic Ointment,MONDO:0003799,conjunctivitis,RXCUI:376030|MONDO:0003799,true,,
RXCUI:376030,bacitracin / neomycin / polymyxin B Ophthalmic Ointment,MONDO:0003085,keratitis,RXCUI:376030|MONDO:0003085,true,,
RXCUI:376030,bacitracin / neomycin / polymyxin B Ophthalmic Ointment,MONDO:0004768,keratoconjunctivitis,RXCUI:376030|MONDO:0004768,true,,
RXCUI:376030,bacitracin / neomycin / polymyxin B Ophthalmic Ointment,MONDO:0004785,blepharitis,RXCUI:376030|MONDO:0004785,true,,
RXCUI:376030,bacitracin / neomycin / polymyxin B Ophthalmic Ointment,MONDO:0002307,blepharoconjunctivitis,RXCUI:376030|MONDO:0002307,true,,
CHEBI:8776,ranitidine,MONDO:0005412,duodenal ulcer,CHEBI:8776|MONDO:0005412,true,,
CHEBI:8776,ranitidine,MONDO:0016586,systemic mastocytosis,CHEBI:8776|MONDO:0016586,true,,
CHEBI:8776,ranitidine,MONDO:0001126,gastric ulcer,CHEBI:8776|MONDO:0001126,true,,
CHEBI:8776,ranitidine,UMLS:C0267055,Erosive esophagitis,CHEBI:8776|UMLS:C0267055,true,,
CHEBI:4975,Famotidine,MONDO:0005412,duodenal ulcer,CHEBI:4975|MONDO:0005412,true,,
CHEBI:4975,Famotidine,MONDO:0001126,gastric ulcer,CHEBI:4975|MONDO:0001126,true,,
CHEBI:4975,Famotidine,MONDO:0006896,peptic esophagitis,CHEBI:4975|MONDO:0006896,true,,
CHEBI:4975,Famotidine,MONDO:0017169,multiple endocrine neoplasia,CHEBI:4975|MONDO:0017169,true,,
CHEBI:6067,Isotretinoin,MONDO:0011438,acne,CHEBI:6067|MONDO:0011438,true,,
RXCUI:370748,acetaminophen / codeine Oral Capsule,HP:0012531,Pain,RXCUI:370748|HP:0012531,true,,
CHEBI:63622,Sotalol,HP:0004308,Ventricular arrhythmia,CHEBI:63622|HP:0004308,true,,
CHEBI:63622,Sotalol,UMLS:C0750197,Sustained ventricular tachycardia,CHEBI:63622|UMLS:C0750197,true,,
CHEBI:63622,Sotalol,MONDO:0013317,torsade-de-pointes syndrome with short coupling interval,CHEBI:63622|MONDO:0013317,true,,
CHEBI:63622,Sotalol,MONDO:0004981,atrial fibrillation,CHEBI:63622|MONDO:0004981,true,,
CHEBI:63622,Sotalol,MONDO:0005310,atrial flutter,CHEBI:63622|MONDO:0005310,true,,
CHEBI:251408,Edrophonium,MONDO:0009688,myasthenia gravis,CHEBI:251408|MONDO:0009688,true,,
CHEBI:251408,Edrophonium,MONDO:0021113,respiratory failure,CHEBI:251408|MONDO:0021113,true,,
CHEBI:28177,Theophylline,MONDO:0850282,chronic asthma,CHEBI:28177|MONDO:0850282,true,,
CHEBI:28177,Theophylline,MONDO:0004849,emphysema,CHEBI:28177|MONDO:0004849,true,,
CHEBI:28177,Theophylline,MONDO:0005607,chronic bronchitis,CHEBI:28177|MONDO:0005607,true,,
CHEBI:6741,Meloxicam,MONDO:0005178,osteoarthritis,CHEBI:6741|MONDO:0005178,true,,
RXCUI:1154705,bisoprolol / hydrochlorothiazide Pill,MONDO:0005044,hypertension,RXCUI:1154705|MONDO:0005044,true,,
CHEBI:6923,Miconazole,MONDO:0006014,vulvovaginal candidiasis,CHEBI:6923|MONDO:0006014,true,,
CHEBI:6923,Miconazole,UMLS:C0343886,Gastrointestinal candidiasis,CHEBI:6923|UMLS:C0343886,true,,
CHEBI:5296,Gemfibrozil,MONDO:0021187,hyperlipidemia,CHEBI:5296|MONDO:0021187,true,,
CHEBI:5296,Gemfibrozil,MONDO:0007788,hypertriglyceridemia 1,CHEBI:5296|MONDO:0007788,true,,
CHEBI:5296,Gemfibrozil,MONDO:0007762,hyperlipoproteinemia type V,CHEBI:5296|MONDO:0007762,true,,
CHEBI:5296,Gemfibrozil,MONDO:0004982,pancreatitis,CHEBI:5296|MONDO:0004982,true,,
CHEBI:5296,Gemfibrozil,MONDO:0005010,coronary artery disorder,CHEBI:5296|MONDO:0005010,true,,
CHEBI:5296,Gemfibrozil,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",CHEBI:5296|MONDO:0007759,true,,
CHEBI:5296,Gemfibrozil,MONDO:0009387,familial lipoprotein lipase deficiency,CHEBI:5296|MONDO:0009387,true,,
CHEBI:5296,Gemfibrozil,MONDO:0005420,hypothyroidism,CHEBI:5296|MONDO:0005420,true,,
CHEBI:5296,Gemfibrozil,MONDO:0005015,diabetes mellitus,CHEBI:5296|MONDO:0005015,true,,
CHEBI:5296,Gemfibrozil,MONDO:0005347,hypertriglyceridemia,CHEBI:5296|MONDO:0005347,true,,
CHEBI:5296,Gemfibrozil,HP:0003119,Dyslipidemia,CHEBI:5296|HP:0003119,true,,
CHEBI:6344,Labetalol hydrochloride,MONDO:0005044,hypertension,CHEBI:6344|MONDO:0005044,true,,
CHEBI:3310,Calcium acetate,MONDO:0000328,hyperphosphatemia,CHEBI:3310|MONDO:0000328,true,,
CHEBI:3310,Calcium acetate,MONDO:0004375,end stage renal failure,CHEBI:3310|MONDO:0004375,true,,
CHEBI:6060,Isosorbide,HP:0001681,Angina pectoris,CHEBI:6060|HP:0001681,true,,
CHEBI:6060,Isosorbide,MONDO:0005010,coronary artery disorder,CHEBI:6060|MONDO:0005010,true,,
CHEBI:27470,Folic acid,MONDO:0001700,megaloblastic anemia,CHEBI:27470|MONDO:0001700,true,,
CHEBI:27470,Folic acid,MONDO:0001078,tropical sprue,CHEBI:27470|MONDO:0001078,true,,
CHEBI:27470,Folic acid,MONDO:0005130,celiac disease,CHEBI:27470|MONDO:0005130,true,,
CHEBI:27470,Folic acid,UMLS:C0271903,Nutritional anemia,CHEBI:27470|UMLS:C0271903,true,,
CHEBI:3077,Betamethasone,MONDO:0005093,skin disorder,CHEBI:3077|MONDO:0005093,true,,
CHEBI:2549,Albuterol,MONDO:0001358,Bronchospasm,CHEBI:2549|MONDO:0001358,true,,
CHEBI:2549,Albuterol,MONDO:0004979,asthma,CHEBI:2549|MONDO:0004979,true,,
CHEBI:2549,Albuterol,UMLS:C0015263,"Bronchospasm, Exercise-Induced",CHEBI:2549|UMLS:C0015263,true,,
CHEBI:187893,Baclofen,HP:0002169,Clonus,CHEBI:187893|HP:0002169,true,,
CHEBI:187893,Baclofen,HP:0002063,Rigidity,CHEBI:187893|HP:0002063,true,,
CHEBI:187893,Baclofen,MONDO:0005098,stroke disorder,CHEBI:187893|MONDO:0005098,true,,
CHEBI:187893,Baclofen,MONDO:0006497,cerebral palsy,CHEBI:187893|MONDO:0006497,true,,
CHEBI:187893,Baclofen,MONDO:0005180,Parkinson disease,CHEBI:187893|MONDO:0005180,true,,
CHEBI:42797,Gabapentin,MONDO:0041052,postherpetic neuralgia,CHEBI:42797|MONDO:0041052,true,,
CHEBI:5141,Fomepizole,MONDO:0017861,ethylene glycol poisoning,CHEBI:5141|MONDO:0017861,true,,
CHEBI:5141,Fomepizole,MONDO:0017860,methanol poisoning,CHEBI:5141|MONDO:0017860,true,,
CHEBI:7466,Nandrolone,MONDO:0002280,anemia,CHEBI:7466|MONDO:0002280,true,,
CHEBI:9637,Torasemide,MONDO:0005009,congestive heart failure,CHEBI:9637|MONDO:0005009,true,,
CHEBI:9637,Torasemide,MONDO:0005240,kidney disorder,CHEBI:9637|MONDO:0005240,true,,
CHEBI:9637,Torasemide,MONDO:0005154,liver disorder,CHEBI:9637|MONDO:0005154,true,,
CHEBI:9637,Torasemide,MONDO:0005300,chronic kidney disease,CHEBI:9637|MONDO:0005300,true,,
CHEBI:9637,Torasemide,MONDO:0005044,hypertension,CHEBI:9637|MONDO:0005044,true,,
CHEBI:7025,Mupirocin,MONDO:0004592,impetigo,CHEBI:7025|MONDO:0004592,true,,
CHEBI:7025,Mupirocin,MONDO:0005545,staphylococcus aureus infection,CHEBI:7025|MONDO:0005545,true,,
CHEBI:7025,Mupirocin,UMLS:C0554628,Group A Streptococcal Infections,CHEBI:7025|UMLS:C0554628,true,,
PUBCHEM.COMPOUND:56841838,Fluorometholone and sulfacetamide sodium,MONDO:0006668,bacterial conjunctivitis,PUBCHEM.COMPOUND:56841838|MONDO:0006668,true,,
PUBCHEM.COMPOUND:56841838,Fluorometholone and sulfacetamide sodium,UMLS:C0008690,Chronic anterior uveitis,PUBCHEM.COMPOUND:56841838|UMLS:C0008690,true,,
PUBCHEM.COMPOUND:56841838,Fluorometholone and sulfacetamide sodium,UMLS:C0339289,Corneal Injury,PUBCHEM.COMPOUND:56841838|UMLS:C0339289,true,,
PUBCHEM.COMPOUND:56841838,Fluorometholone and sulfacetamide sodium,MONDO:0020920,escherichia coli infection,PUBCHEM.COMPOUND:56841838|MONDO:0020920,true,,
